pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-11 b,Kepler-11,1,6,Transit,2010,Kepler,0,10.3039,0.0006,-0.001,0,0.091,0.001,-0.001,0,1.8,0.03,-0.05,0,0.161,0.003,-0.004,0,1.9,1.4,-1,0,0.006,0.004,-0.003,0,Mass,0.045,0.068,-0.042,0,146.36,4.17,-4.02,0,849,,,0,1,,5663,55,-66,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.04,0.096,-0.094,0,[Fe/H],4.37,0.01,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,13.817,0.092,-0.092,12.18,0.02,-0.02,13.7062,0.000271,-0.000271
Kepler-11 c,Kepler-11,1,6,Transit,2010,Kepler,0,13.0241,0.0013,-0.0008,0,0.107,0.001,-0.001,0,2.87,0.05,-0.06,0,0.256,0.004,-0.005,0,2.9,2.9,-1.6,0,0.009,0.009,-0.005,0,Mass,0.026,0.063,-0.013,0,107.22,3.05,-2.95,0,786,,,0,1,,5663,55,-66,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.04,0.096,-0.094,0,[Fe/H],4.37,0.01,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,13.817,0.092,-0.092,12.18,0.02,-0.02,13.7062,0.000271,-0.000271
Kepler-11 d,Kepler-11,1,6,Transit,2010,Kepler,0,22.6845,0.0009,-0.0009,0,0.155,0.001,-0.001,0,3.12,0.06,-0.07,0,0.278,0.005,-0.006,0,7.3,0.8,-1.5,0,0.023,0.003,-0.005,0,Mass,0.004,0.007,-0.002,0,51.12,1.46,-1.41,0,653,,,0,1,,5663,55,-66,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.04,0.096,-0.094,0,[Fe/H],4.37,0.01,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,13.817,0.092,-0.092,12.18,0.02,-0.02,13.7062,0.000271,-0.000271
Kepler-11 e,Kepler-11,1,6,Transit,2010,Kepler,0,31.9996,0.0008,-0.0012,0,0.195,0.002,-0.002,0,4.19,0.07,-0.09,0,0.374,0.006,-0.008,0,8,1.5,-2.1,0,0.025,0.005,-0.007,0,Mass,0.012,0.006,-0.006,0,32.34,0.92,-0.89,0,582,,,0,1,,5663,55,-66,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.04,0.096,-0.094,0,[Fe/H],4.37,0.01,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,13.817,0.092,-0.092,12.18,0.02,-0.02,13.7062,0.000271,-0.000271
Kepler-11 f,Kepler-11,1,6,Transit,2010,Kepler,0,46.6888,0.0027,-0.0032,0,0.25,0.002,-0.002,0,2.49,0.04,-0.07,0,0.222,0.004,-0.006,0,2,0.8,-0.9,0,0.006,0.003,-0.003,0,Mass,0.013,0.011,-0.009,0,19.53,0.56,-0.54,0,513,,,0,1,,5663,55,-66,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.04,0.096,-0.094,0,[Fe/H],4.37,0.01,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,13.817,0.092,-0.092,12.18,0.02,-0.02,13.7062,0.000271,-0.000271
Kepler-11 g,Kepler-11,1,6,Transit,2010,Kepler,0,118.3807,0.001,-0.0006,0,0.466,0.004,-0.004,0,3.33,0.06,-0.08,0,0.297,0.005,-0.007,0,25,,,1,0.079,,,1,Mass,0.15,,,1,5.65,0.16,-0.15,0,376,,,0,1,,5663,55,-66,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.04,0.096,-0.094,0,[Fe/H],4.37,0.01,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,13.817,0.092,-0.092,12.18,0.02,-0.02,13.7062,0.000271,-0.000271
Kepler-110 b,Kepler-110,1,2,Transit,2014,Kepler,0,12.691112,0.000036,-0.000036,0,0.107,,,0,1.83,0.36,-0.36,0,0.163,0.032,-0.032,0,4.01,,,0,0.0126,,,0,M-R relationship,0,,,0,153.88,5.1,-4.92,0,1008,,,0,1,,5960,153,-153,0,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,-0.15,0.021,-0.021,0,[M/H],4.33,0.15,-0.15,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.531,8.215,-7.995,13.003,0.103,-0.103,11.623,0.019,-0.019,12.902,0.000327,-0.000327
Kepler-110 c,Kepler-110,1,2,Transit,2014,Kepler,0,31.719775,0.000104,-0.000104,0,0.198,,,0,2.21,0.44,-0.44,0,0.197,0.039,-0.039,0,5.52,,,0,0.0174,,,0,M-R relationship,0,,,0,45.34,1.5,-1.45,0,743,,,0,1,,5960,153,-153,0,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,-0.15,0.021,-0.021,0,[M/H],4.33,0.15,-0.15,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.531,8.215,-7.995,13.003,0.103,-0.103,11.623,0.019,-0.019,12.902,0.000327,-0.000327
Kepler-1100 b,Kepler-1100,1,1,Transit,2016,Kepler,0,6.42200058,0.00002182,-0.00002182,0,0.0684,,,0,1.75,0.82,-0.29,0,0.156,0.073,-0.026,0,3.71,,,0,0.0117,,,0,M-R relationship,0,,,0,238.51,8.48,-8.17,0,1000,,,0,0,,6247,128.56,-164.45,0,1.34,0.63,-0.22,0,1.21,0.2,-0.11,0,0.05,0.135,-0.144,0,[Fe/H],4.26,0.12,-0.26,0,19h27m29.12s,291.8713535,+44d05m14.61s,44.0873907,693.618,8.0345,-8.0345,13.952,0.08,-0.08,12.456,0.028,-0.028,13.8225,0.000224,-0.000224
Kepler-1101 b,Kepler-1101,1,1,Transit,2016,Kepler,0,81.3151059,0.0005693,-0.0005693,0,0.3483,,,0,2.47,0.37,-0.21,0,0.22,0.033,-0.019,0,6.66,,,0,0.021,,,0,M-R relationship,0,,,0,3.58,0.18,-0.17,0,393,,,0,0,,5614,130.34,-168.73,0,0.91,0.13,-0.07,0,0.94,0.06,-0.06,0,-0.04,0.15,-0.178,0,[Fe/H],4.5,0.05,-0.12,0,19h38m16.65s,294.5693544,+45d40m16.18s,45.6711623,742.473,13.484,-13.484,15.156,0.126,-0.126,13.314,0.035,-0.035,15.0958,0.000352,-0.000352
Kepler-1102 b,Kepler-1102,1,1,Transit,2016,Kepler,0,51.3285623,0.0003326,-0.0003326,0,0.2731,,,0,2.66,0.53,-0.23,0,0.237,0.047,-0.021,0,7.56,,,0,0.0238,,,0,M-R relationship,0,,,0,22.98,1.46,-1.36,0,546,,,0,0,,5724,76.5,-71.34,0,0.94,0.14,-0.07,0,0.96,0.05,-0.07,0,-0.08,0.162,-0.204,0,[Fe/H],4.48,0.06,-0.12,0,18h45m17.42s,281.3225917,+48d03m59.38s,48.0664955,1246.05,30.82,-29.4,14.928,0.126,-0.126,13.381,0.042,-0.042,14.9224,0.000343,-0.000343
Kepler-1103 b,Kepler-1103,1,1,Transit,2016,Kepler,0,19.79191978,0.00009543,-0.00009543,0,0.1473,,,0,2.27,0.61,-0.27,0,0.203,0.054,-0.024,0,5.77,,,0,0.0182,,,0,M-R relationship,0,,,0,160.28,7.03,-6.7,0,736,,,0,0,,6092,106.14,-106.64,0,1.15,0.31,-0.13,0,1.11,0.1,-0.08,0,-0.01,0.136,-0.183,0,[Fe/H],4.36,0.09,-0.17,0,19h09m31.71s,287.3821348,+49d27m08.73s,49.4524247,1331.92,24.44,-23.58,14.294,0.126,-0.126,12.731,0.026,-0.026,14.0732,0.000244,-0.000244
Kepler-1104 b,Kepler-1104,1,1,Transit,2016,Kepler,0,5.03728015,0.00001378,-0.00001378,0,0.0628,,,0,1.23,0.14,-0.1,0,0.11,0.012,-0.009,0,2.04,,,0,0.00642,,,0,M-R relationship,0,,,0,813.52,41.17,-38.81,0,1321,,,0,0,,6417,90.52,-84.06,0,1.41,0.15,-0.1,0,1.3,0.06,-0.05,0,0.13,0.097,-0.099,0,[Fe/H],4.25,0.06,-0.07,0,19h37m52.44s,294.4685197,+49d19m51.52s,49.3309789,530.658,12.837,-12.255,12.125,0.046,-0.046,10.971,0.016,-0.016,12.0831,0.000207,-0.000207
Kepler-1105 b,Kepler-1105,1,1,Transit,2016,Kepler,0,4.42157218,0.00000977,-0.00000977,0,0.0471,,,0,2.01,0.06,-0.25,0,0.179,0.005,-0.022,0,4.7,,,0,0.0148,,,0,M-R relationship,0,,,0,47.18,1.1,-1.07,0,729,,,0,0,,4299,41.81,-47.77,0,0.68,0.01,-0.02,0,0.71,0.02,-0.03,0,0.28,0.082,-0.109,0,[Fe/H],4.62,0.02,-0.01,0,18h44m26.82s,281.1117588,+42d27m17.89s,42.4549698,318.004,2.517,-2.479,15.315,0.137,-0.137,12.371,0.018,-0.018,15.1422,0.000442,-0.000442
Kepler-1106 b,Kepler-1106,1,1,Transit,2016,Kepler,0,1.25275217,0.00000215,-0.00000215,0,0.0239,,,0,1.65,0.49,-0.23,0,0.147,0.044,-0.021,0,3.36,,,0,0.0106,,,0,M-R relationship,0,,,0,2399.97,118.75,-112.37,0,2199,,,0,0,,6104,152.44,-185.27,0,1.17,0.34,-0.16,0,1.11,0.14,-0.09,0,0,0.125,-0.171,0,[Fe/H],4.35,0.1,-0.19,0,19h24m34.84s,291.1451576,+44d03m44.90s,44.0624715,1090.7,23.91,-22.92,14.863,0.183,-0.183,13.234,0.024,-0.024,14.6276,0.000271,-0.000271
Kepler-1107 b,Kepler-1107,1,1,Transit,2016,Kepler,0,0.57103852,0.00000042,-0.00000042,0,0.0126,,,0,1.34,0.1,-0.08,0,0.12,0.009,-0.007,0,2.36,,,0,0.00742,,,0,M-R relationship,0,,,0,2387.26,68.66,-66.21,0,1897,,,0,0,,5268,104.99,-126.81,0,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0,0.01,0.148,-0.162,0,[Fe/H],4.55,0.03,-0.07,0,19h24m11.98s,291.049934,+39d08m30.03s,39.141674,428.798,4.232,-4.232,14.315,0.057,-0.057,12.152,0.022,-0.022,14.1282,0.000847,-0.000847
Kepler-1108 b,Kepler-1108,1,1,Transit,2016,Kepler,0,4.51005748,0.0000133,-0.0000133,0,0.0511,,,0,1.46,0.14,-0.11,0,0.13,0.012,-0.01,0,2.73,,,0,0.00859,,,0,M-R relationship,0,,,0,206.41,9.56,-9.09,0,1063,,,0,0,,5406,149.3,-105.1,0,0.84,0.07,-0.06,0,0.88,0.05,-0.06,0,-0.09,0.158,-0.182,0,[Fe/H],4.54,0.04,-0.08,0,19h44m10.15s,296.0422962,+45d59m06.50s,45.98514,767.701,14.012,-13.527,15.132,0.195,-0.195,13.172,0.03,-0.03,14.9192,0.000446,-0.000446
Kepler-1109 b,Kepler-1109,1,1,Transit,2016,Kepler,0,37.6467384,0.000212,-0.000212,0,0.2466,,,0,2.19,0.44,-0.23,0,0.195,0.039,-0.021,0,5.43,,,0,0.0171,,,0,M-R relationship,0,,,0,11.38,0.46,-0.44,0,787,,,0,0,,5893,111.41,-163.52,0,1.06,0.21,-0.11,0,1.05,0.07,-0.07,0,0.04,0.141,-0.147,0,[Fe/H],4.41,0.07,-0.15,0,19h26m35.10s,291.6462654,+39d23m47.80s,39.3966122,685.087,10.1045,-10.1045,14.405,0.126,-0.126,12.707,0.028,-0.028,14.2665,0.00024,-0.00024
Kepler-111 b,Kepler-111,1,2,Transit,2014,Kepler,0,3.341815,0.000006,-0.000006,0,0.046,,,0,1.58,0.2,-0.2,0,0.141,0.018,-0.018,0,3.12,,,0,0.00982,,,0,M-R relationship,0,,,0,677.5,19.34,-18.76,0,1356,,,0,1,,5952,74,-74,0,1.16,0.14,-0.14,0,1.17,0.03,-0.03,0,0.28,0.07,-0.07,0,[M/H],4.38,0.1,-0.1,0,19h26m36.76s,291.653163,+44d41m17.74s,44.6882613,657.223,6.014,-5.908,13.543,0.069,-0.069,12.11,0.023,-0.023,13.4192,0.000235,-0.000235
Kepler-111 c,Kepler-111,1,2,Transit,2014,Kepler,0,224.784608,0.000411,-0.000411,0,0.761,,,0,7.3,0.91,-0.91,0,0.651,0.081,-0.081,0,42,,,0,0.132,,,0,M-R relationship,0,,,0,2.48,0.07,-0.07,0,333,,,0,1,,5952,74,-74,0,1.16,0.14,-0.14,0,1.17,0.03,-0.03,0,0.28,0.07,-0.07,0,[M/H],4.38,0.1,-0.1,0,19h26m36.76s,291.653163,+44d41m17.74s,44.6882613,657.223,6.014,-5.908,13.543,0.069,-0.069,12.11,0.023,-0.023,13.4192,0.000235,-0.000235
Kepler-1110 b,Kepler-1110,1,1,Transit,2016,Kepler,0,9.69312032,0.00003024,-0.00003024,0,0.0754,,,0,2.66,0.38,-0.26,0,0.237,0.034,-0.023,0,7.56,,,0,0.0238,,,0,M-R relationship,0,,,0,43.14,2.75,-2.56,0,609,,,0,0,,4781,88.04,-77.5,0,0.7,0.04,-0.05,0,0.73,0.05,-0.05,0,-0.16,0.185,-0.188,0,[Fe/H],4.62,0.03,-0.03,0,19h27m13.94s,291.8080645,+38d37m21.58s,38.6226615,726.828,17.049,-17.049,16.274,0.092,-0.092,13.604,0.044,-0.044,15.8872,0.000508,-0.000508
Kepler-1111 b,Kepler-1111,1,1,Transit,2016,Kepler,0,8.79617863,0.0000297,-0.0000297,0,0.0872,,,0,2,0.54,-0.26,0,0.178,0.048,-0.023,0,4.66,,,0,0.0147,,,0,M-R relationship,0,,,0,118.52,5.83,-5.55,0,938,,,0,0,,6077,143.77,-199.7,0,1.15,0.31,-0.15,0,1.1,0.13,-0.09,0,0.02,0.136,-0.17,0,[Fe/H],4.36,0.09,-0.17,0,19h41m51.22s,295.4634045,+45d48m45.97s,45.8127697,841.536,15.759,-15.759,14.88,0.114,-0.114,13.244,0.033,-0.033,14.7155,0.000293,-0.000293
Kepler-1112 b,Kepler-1112,1,1,Transit,2016,Kepler,0,14.36267939,0.00005701,-0.00005701,0,0.1239,,,0,3.02,1.28,-0.52,0,0.269,0.114,-0.046,0,9.38,,,0,0.0295,,,0,M-R relationship,0,,,0,254.96,22.81,-20.55,0,918,,,0,0,,6496,147.03,-147.28,0,1.54,0.65,-0.26,0,1.34,0.21,-0.13,0,0.04,0.125,-0.153,0,[Fe/H],4.19,0.12,-0.24,0,19h47m52.51s,296.9687937,+47d45m05.33s,47.7514799,1671.28,66.145,-66.145,14.74,0.435,-0.435,13.397,0.035,-0.035,14.5611,0.000362,-0.000362
Kepler-1113 b,Kepler-1113,1,1,Transit,2016,Kepler,0,42.3004954,0.0002092,-0.0002092,0,0.2415,,,0,2.81,1.13,-0.36,0,0.251,0.101,-0.032,0,8.3,,,0,0.0261,,,0,M-R relationship,0,,,0,22.85,1.48,-1.38,0,558,,,0,0,,5931,80.28,-109.5,0,1.17,0.47,-0.14,0,1.12,0.13,-0.07,0,0.18,0.146,-0.157,0,[Fe/H],4.35,0.1,-0.25,0,19h17m37.61s,289.4066969,+39d20m19.73s,39.338813,1073.88,26.96,-26.96,14.943,0.183,-0.183,13.191,0.041,-0.041,14.7828,0.000357,-0.000357
Kepler-1114 b,Kepler-1114,1,1,Transit,2016,Kepler,0,14.97435694,0.00005221,-0.00005221,0,0.1102,,,0,1.35,0.08,-0.07,0,0.12,0.007,-0.006,0,2.39,,,0,0.00752,,,0,M-R relationship,0,,,0,39.32,0.92,-0.9,0,631,,,0,0,,5374,87.46,-77.65,0,0.83,0.04,-0.03,0,0.87,0.04,-0.04,0,-0.08,0.108,-0.119,0,[Fe/H],4.55,0.03,-0.04,0,19h56m56.89s,299.2370531,+45d50m05.20s,45.8347781,418.417,2.8555,-2.8555,13.935,0.137,-0.137,11.944,0.019,-0.019,13.7579,0.000246,-0.000246
Kepler-1115 b,Kepler-1115,1,1,Transit,2016,Kepler,0,23.5540725,0.0001356,-0.0001356,0,0.2134,,,0,1.7,0.29,-0.2,0,0.152,0.026,-0.018,0,3.53,,,0,0.0111,,,0,M-R relationship,0,,,0,516.1,29.52,-27.65,0,1381,,,0,0,,8480,295.98,-217.88,0,1.73,0.29,-0.2,0,1.6,0.1,-0.1,0,-0.51,0.106,-0.121,0,[Fe/H],4.17,0.09,-0.11,0,19h39m58.03s,294.9917723,+40d08m39.83s,40.1443964,983.245,26.145,-24.852,11.983,0.034,-0.034,11.512,0.021,-0.021,11.8822,0.000242,-0.000242
Kepler-1116 b,Kepler-1116,1,1,Transit,2016,Kepler,0,41.6977827,0.0002004,-0.0002004,0,0.233,,,0,2.54,0.54,-0.22,0,0.227,0.048,-0.02,0,6.99,,,0,0.022,,,0,M-R relationship,0,,,0,15.79,1.09,-1.02,0,488,,,0,0,,5641,91.87,-133.14,0,0.93,0.2,-0.08,0,0.95,0.05,-0.06,0,0.01,0.139,-0.178,0,[Fe/H],4.48,0.06,-0.16,0,19h27m44.08s,291.9336573,+44d06m55.80s,44.1154992,1008.57,26.63,-25.309,15.424,0.08,-0.08,13.482,0.047,-0.047,15.2352,0.000377,-0.000377
Kepler-1117 b,Kepler-1117,1,1,Transit,2016,Kepler,0,4.79028459,0.0000186,-0.0000186,0,0.0546,,,0,1.11,0.17,-0.08,0,0.099,0.015,-0.007,0,1.41,,,0,0.00444,,,0,M-R relationship,0,,,0,194.98,6.28,-6.08,0,938,,,0,0,,5612,82.98,-101.57,0,0.93,0.13,-0.06,0,0.95,0.04,-0.05,0,0.03,0.136,-0.152,0,[Fe/H],4.49,0.05,-0.12,0,19h28m20.35s,292.0847866,+49d14m14.71s,49.2374206,568.487,5.9785,-5.9785,14.15,0.24,-0.24,12.463,0.026,-0.026,14.1237,0.000282,-0.000282
Kepler-1118 b,Kepler-1118,1,1,Transit,2016,Kepler,0,38.6715075,0.0002298,-0.0002298,0,0.2079,,,0,2.74,0.6,-0.43,0,0.244,0.054,-0.038,0,7.95,,,0,0.025,,,0,M-R relationship,0,,,0,20.01,1.18,-1.1,0,502,,,0,0,,5688,303.78,-268.88,0,0.97,0.17,-0.11,0,0.96,0.11,-0.08,0,0,0.138,-0.168,0,[Fe/H],4.46,0.08,-0.12,0,19h59m51.76s,299.9656619,+44d09m39.17s,44.1608805,888.325,21.619,-20.632,15.238,0.137,-0.137,13.04,0.031,-0.031,14.956,0.000379,-0.000379
Kepler-1119 b,Kepler-1119,1,1,Transit,2016,Kepler,0,8.3265153,0.00004777,-0.00004777,0,0.0812,,,0,1.92,0.63,-0.3,0,0.171,0.056,-0.027,0,4.35,,,0,0.0137,,,0,M-R relationship,0,,,0,182.69,182.74,-57.03,0,938,,,0,0,,6083,177.4,-249.75,0,1.17,0.38,-0.18,0,1.11,0.14,-0.11,0,0.03,0.134,-0.167,0,[Fe/H],4.35,0.11,-0.21,0,19h48m04.58s,297.0191018,+44d19m38.98s,44.3274936,1757.23,84.23,-76.98,15.296,0.15,-0.15,13.456,,,15.0671,0.000334,-0.000334
Kepler-112 b,Kepler-112,1,2,Transit,2014,Kepler,0,8.408878,0.00001,-0.00001,0,0.076,,,0,2.36,0.57,-0.57,0,0.211,0.051,-0.051,0,6.17,,,0,0.0194,,,0,M-R relationship,0,,,0,123.82,3.37,-3.25,0,809,,,0,0,,5544,148,-148,0,0.84,0.2,-0.2,0,0.78,0.06,-0.04,0,-0.522,0.038,-0.038,0,[M/H],4.51,0.15,-0.15,0,19h47m55.47s,296.9811361,+43d12m34.93s,43.2097025,513.206,4.227,-4.227,13.927,0.103,-0.103,12.155,0.021,-0.021,13.7662,0.000207,-0.000207
Kepler-112 c,Kepler-112,1,2,Transit,2014,Kepler,0,28.574263,0.00006,-0.00006,0,0.172,,,0,2.4,0.58,-0.58,0,0.214,0.052,-0.052,0,6.35,,,0,0.02,,,0,M-R relationship,0,,,0,24.25,0.66,-0.64,0,538,,,0,0,,5544,148,-148,0,0.84,0.2,-0.2,0,0.78,0.06,-0.04,0,-0.522,0.038,-0.038,0,[M/H],4.51,0.15,-0.15,0,19h47m55.47s,296.9811361,+43d12m34.93s,43.2097025,513.206,4.227,-4.227,13.927,0.103,-0.103,12.155,0.021,-0.021,13.7662,0.000207,-0.000207
Kepler-1120 b,Kepler-1120,1,1,Transit,2016,Kepler,0,2.94902905,0.00000747,-0.00000747,0,0.0369,,,0,1.38,0.09,-0.07,0,0.123,0.008,-0.006,0,2.48,,,0,0.0078,,,0,M-R relationship,0,,,0,206.87,7.85,-7.55,0,1027,,,0,0,,4904,70.02,-67.83,0,0.74,0.03,-0.04,0,0.78,0.04,-0.04,0,-0.04,0.15,-0.163,0,[Fe/H],4.6,0.02,-0.04,0,19h23m39.47s,290.9144516,+42d17m11.59s,42.2865522,615.231,8.8545,-8.8545,15.494,0.206,-0.206,13.17,0.026,-0.026,15.3045,0.000458,-0.000458
Kepler-1121 b,Kepler-1121,1,1,Transit,2016,Kepler,0,13.15141081,0.00005864,-0.00005864,0,0.1187,,,0,1.91,0.48,-0.46,0,0.17,0.043,-0.041,0,4.31,,,0,0.0136,,,0,M-R relationship,0,,,0,205.27,5.6,-5.43,0,1008,,,0,0,,6231,90.24,-72.86,0,1.59,0.4,-0.29,0,1.29,0.13,-0.09,0,0.12,0.092,-0.086,0,[Fe/H],4.14,0.15,-0.15,0,19h51m08.77s,297.7865467,+47d53m10.16s,47.8861542,482.047,4.46,-4.381,12.144,0.069,-0.069,10.795,0.021,-0.021,12.017,0.000199,-0.000199
Kepler-1122 b,Kepler-1122,1,1,Transit,2016,Kepler,0,42.1917357,0.0002996,-0.0002996,0,0.2315,,,0,2.04,0.27,-0.14,0,0.182,0.024,-0.012,0,4.82,,,0,0.0152,,,0,M-R relationship,0,,,0,23.26,1.55,-1.44,0,526,,,0,0,,5544,73.22,-72.56,0,0.89,0.11,-0.06,0,0.92,0.04,-0.05,0,-0.03,0.144,-0.178,0,[Fe/H],4.51,0.05,-0.11,0,19h13m07.34s,288.2805801,+46d20m27.15s,46.3408747,1230.42,36.06,-34.1,15.405,0.035,-0.035,13.369,0.033,-0.033,15.1025,0.000403,-0.000403
Kepler-1123 b,Kepler-1123,1,1,Transit,2016,Kepler,0,4.33946454,0.00001178,-0.00001178,0,0.0497,,,0,1.67,0.25,-0.11,0,0.149,0.022,-0.01,0,3.43,,,0,0.0108,,,0,M-R relationship,0,,,0,190.02,8.32,-7.96,0,1061,,,0,0,,5500,75.39,-90.52,0,0.9,0.13,-0.06,0,0.93,0.04,-0.04,0,0.05,0.144,-0.153,0,[Fe/H],4.5,0.05,-0.13,0,19h38m04.25s,294.5177291,+50d40m13.41s,50.6703927,704.323,10.084,-10.084,14.933,0.08,-0.08,13.105,0.035,-0.035,14.8069,0.00029,-0.00029
Kepler-1124 b,Kepler-1124,1,1,Transit,2016,Kepler,0,2.85234897,0.00000303,-0.00000303,0,0.0305,,,0,1.28,0.12,-0.07,0,0.114,0.011,-0.006,0,2.18,,,0,0.00687,,,0,M-R relationship,0,,,0,50.78,5.25,-4.83,0,621,,,0,0,,3658,33.4,-26.65,0,0.34,0.02,-0.02,0,0.35,0.02,-0.02,0,-0.59,0.074,-0.084,0,[Fe/H],4.93,0.02,-0.02,0,19h06m22.62s,286.5942529,+37d53m28.62s,37.8912836,289.899,3.536,-3.536,16.745,1.133,-1.133,12.826,0.027,-0.027,15.9678,0.000743,-0.000743
Kepler-1125 b,Kepler-1125,1,1,Transit,2016,Kepler,0,17.6700642,0.0001176,-0.0001176,0,0.1348,,,0,1.84,0.3,-0.18,0,0.164,0.027,-0.016,0,4.04,,,0,0.0127,,,0,M-R relationship,0,,,0,41.04,41.92,-9.94,0,778,,,0,0,,5683,241.45,-131.51,0,0.94,0.15,-0.09,0,0.95,0.08,-0.07,0,-0.09,0.159,-0.19,0,[Fe/H],4.47,0.07,-0.12,0,19h41m55.49s,295.4812018,+40d43m54.95s,40.7319316,2011.41,275,-216.96,15.042,0.057,-0.057,13.243,0.034,-0.034,14.8766,0.000495,-0.000495
Kepler-1126 b,Kepler-1126,1,1,Transit,2016,Kepler,0,108.593329,0.001003,-0.001003,0,0.4126,,,0,1.73,0.21,-0.14,0,0.154,0.019,-0.012,0,3.64,,,0,0.0115,,,0,M-R relationship,0,,,0,4.55,0.16,-0.15,0,374,,,0,1,,5798,61.16,-55.36,0,0.93,0.11,-0.07,0,0.92,0.05,-0.06,0,-0.26,0.141,-0.152,0,[Fe/H],4.46,0.07,-0.1,0,19h02m46.07s,285.691955,+45d41m21.84s,45.6893993,635.736,6.781,-6.781,14.221,0.16,-0.16,12.534,0.03,-0.03,14.0207,0.000223,-0.000223
Kepler-1127 b,Kepler-1127,1,1,Transit,2016,Kepler,0,5.12330347,0.00002272,-0.00002272,0,0.0556,,,0,1.96,0.31,-0.42,0,0.175,0.028,-0.037,0,4.5,,,0,0.0142,,,0,M-R relationship,0,,,0,160.76,11.11,-10.3,0,994,,,0,0,,5664,89.83,-137.31,0,0.95,0.15,-0.07,0,0.97,0.04,-0.05,0,0.04,0.127,-0.155,0,[Fe/H],4.47,0.06,-0.13,0,19h32m52.17s,293.2173563,+42d43m14.10s,42.7205846,842.459,20.1305,-20.1305,15.162,0.069,-0.069,13.463,0.051,-0.051,15.1325,0.000392,-0.000392
Kepler-1128 b,Kepler-1128,1,1,Transit,2016,Kepler,0,61.6178167,0.0003337,-0.0003337,0,0.302,,,0,3.65,0.53,-0.34,0,0.326,0.047,-0.03,0,12.9,,,0,0.0407,,,0,M-R relationship,0,,,0,6.45,0.61,-0.55,0,424,,,0,0,,5543,95.27,-144.99,0,0.91,0.13,-0.06,0,0.94,0.04,-0.05,0,0.04,0.142,-0.159,0,[Fe/H],4.5,0.05,-0.13,0,19h32m15.20s,293.063315,+39d24m12.26s,39.4034052,1083.41,38.34,-38.34,15.934,0.115,-0.115,13.896,0.061,-0.061,15.6861,0.000541,-0.000541
Kepler-1129 b,Kepler-1129,1,2,Transit,2016,Kepler,0,24.3397804,0.0001298,-0.0001298,0,0.1644,,,0,2.96,0.51,-0.33,0,0.264,0.045,-0.029,0,9.06,,,0,0.0285,,,0,M-R relationship,0,,,0,32.27,2.94,-2.66,0,737,,,0,0,,5831,134.99,-114.35,0,1,0.17,-0.1,0,1,0.06,-0.06,0,-0.04,0.147,-0.187,0,[Fe/H],4.44,0.07,-0.14,0,19h26m25.08s,291.6044965,+41d18m33.58s,41.3093275,1183.88,42.02,-42.02,15.661,0.24,-0.24,13.783,0.055,-0.055,15.2572,0.000557,-0.000557
