pl_name,hostname,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-341 c,Kepler-341,0.99,0.28,-0.09,0,1,0.05,-0.05,0
Kepler-341 c,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-341 c,Kepler-341,1.01,0.4,-0.4,0,1.01,0.08,-0.08,0
Kepler-341 c,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-341 c,Kepler-341,1.11,0.16,-0.16,0,0.96,0.07,-0.05,0
Kepler-341 c,Kepler-341,1.02,0.52,-0.52,0,,,,
Kepler-341 d,Kepler-341,1.2,,,0,1.01,,,0
Kepler-341 d,Kepler-341,1.11,0.16,-0.16,0,0.96,0.07,-0.05,0
Kepler-341 d,Kepler-341,1.2,,,0,1.01,,,0
Kepler-341 d,Kepler-341,1.2,,,0,1.01,,,0
Kepler-341 d,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-341 d,Kepler-341,1.01,0.4,-0.4,0,1.01,0.08,-0.08,0
Kepler-341 d,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-341 d,Kepler-341,0.99,0.28,-0.09,0,1,0.05,-0.05,0
Kepler-341 d,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-341 d,Kepler-341,1.21,0.06,-0.05,0,,,,
Kepler-341 d,Kepler-341,1.02,0.52,-0.52,0,,,,
Kepler-341 e,Kepler-341,1.21,0.06,-0.05,0,,,,
Kepler-341 e,Kepler-341,0.99,0.28,-0.09,0,1,0.05,-0.05,0
Kepler-341 e,Kepler-341,1.02,0.52,-0.52,0,,,,
Kepler-341 e,Kepler-341,1.01,0.4,-0.4,0,1.01,0.08,-0.08,0
Kepler-341 e,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-341 e,Kepler-341,1.2,,,0,1.01,,,0
Kepler-341 e,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-341 e,Kepler-341,1.11,0.16,-0.16,0,0.96,0.07,-0.05,0
Kepler-341 e,Kepler-341,1.2,,,0,1.01,,,0
Kepler-341 e,Kepler-341,1.2,,,0,1.01,,,0
Kepler-341 e,Kepler-341,1,0.4,-0.11,0,1,0.15,-0.12,0
Kepler-342 b,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 b,Kepler-342,1.37,0.23,-0.19,0,1.25,0.09,-0.11,0
Kepler-342 b,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 b,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 b,Kepler-342,1.39,0.06,-0.06,0,,,,
Kepler-342 b,Kepler-342,1.12,0.47,-0.47,0,1.19,0.11,-0.11,0
Kepler-342 b,Kepler-342,1.34,0.12,-0.08,0,1.26,0.05,-0.04,0
Kepler-342 b,Kepler-342,1.47,0.26,-0.26,0,,,,
Kepler-342 b,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 b,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 b,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 c,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 c,Kepler-342,1.47,0.26,-0.26,0,,,,
Kepler-342 c,Kepler-342,1.34,0.12,-0.08,0,1.26,0.05,-0.04,0
Kepler-342 c,Kepler-342,1.37,0.23,-0.19,0,1.25,0.09,-0.11,0
Kepler-342 c,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 c,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 c,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 c,Kepler-342,1.39,0.06,-0.06,0,,,,
Kepler-342 c,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 d,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 d,Kepler-342,1.12,0.47,-0.47,0,1.19,0.11,-0.11,0
Kepler-342 d,Kepler-342,1.47,0.26,-0.26,0,,,,
Kepler-342 d,Kepler-342,1.34,0.12,-0.08,0,1.26,0.05,-0.04,0
Kepler-342 d,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 d,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 d,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 d,Kepler-342,1.37,0.23,-0.19,0,1.25,0.09,-0.11,0
Kepler-342 d,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 d,Kepler-342,1.39,0.06,-0.06,0,,,,
Kepler-342 e,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 e,Kepler-342,1.39,0.06,-0.06,0,,,,
Kepler-342 e,Kepler-342,1.49,0.09,-0.07,0,1.16,0.15,-0.14,0
Kepler-342 e,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 e,Kepler-342,1.18,0.56,-0.15,0,1.2,0.23,-0.19,0
Kepler-342 e,Kepler-342,1.37,0.23,-0.19,0,1.25,0.09,-0.11,0
Kepler-342 e,Kepler-342,1.34,0.12,-0.08,0,1.26,0.05,-0.04,0
Kepler-343 b,Kepler-343,1.05,0.46,-0.12,0,1.02,0.19,-0.12,0
Kepler-343 b,Kepler-343,1.37,0.22,-0.25,0,1.05,0.1,-0.08,0
Kepler-343 b,Kepler-343,1.29,,,0,1.03,,,0
Kepler-343 b,Kepler-343,1.3,0.22,-0.19,0,1.08,0.07,-0.04,0
Kepler-343 b,Kepler-343,1.06,0.46,-0.46,0,1.05,0.13,-0.13,0
Kepler-343 b,Kepler-343,1.23,0.06,-0.06,0,,,,
Kepler-343 b,Kepler-343,1.05,0.46,-0.12,0,1.02,0.19,-0.12,0
Kepler-343 b,Kepler-343,1.29,,,0,1.03,,,0
Kepler-343 b,Kepler-343,1.05,0.46,-0.12,0,1.02,0.19,-0.12,0
Kepler-343 b,Kepler-343,1.43,0.26,-0.26,0,,,,
Kepler-343 b,Kepler-343,1.29,,,0,1.03,,,0
Kepler-343 c,Kepler-343,1.29,,,0,1.03,,,0
Kepler-343 c,Kepler-343,1.23,0.06,-0.06,0,,,,
Kepler-343 c,Kepler-343,1.29,,,0,1.03,,,0
Kepler-343 c,Kepler-343,1.05,0.46,-0.12,0,1.02,0.19,-0.12,0
Kepler-343 c,Kepler-343,1.3,0.22,-0.19,0,1.08,0.07,-0.04,0
Kepler-343 c,Kepler-343,1.29,,,0,1.03,,,0
Kepler-343 c,Kepler-343,1.05,0.46,-0.12,0,1.02,0.19,-0.12,0
Kepler-343 c,Kepler-343,1.37,0.22,-0.25,0,1.05,0.1,-0.08,0
Kepler-343 c,Kepler-343,1.43,0.26,-0.26,0,,,,
Kepler-343 c,Kepler-343,1.05,0.46,-0.12,0,1.02,0.19,-0.12,0
Kepler-344 b,Kepler-344,0.96,0.72,-0.72,0,0.93,0.2,-0.2,0
Kepler-344 b,Kepler-344,0.94,,,0,0.92,,,0
Kepler-344 b,Kepler-344,0.98,0.45,-0.45,0,,,,
Kepler-344 b,Kepler-344,0.94,,,0,0.92,,,0
Kepler-344 b,Kepler-344,0.96,0.38,-0.1,0,0.94,0.12,-0.09,0
Kepler-344 b,Kepler-344,0.96,0.27,-0.12,0,0.94,0.12,-0.1,0
Kepler-344 b,Kepler-344,0.88,0.05,-0.05,0,,,,
Kepler-344 b,Kepler-344,0.94,,,0,0.92,,,0
Kepler-344 b,Kepler-344,0.96,0.38,-0.1,0,0.94,0.12,-0.09,0
Kepler-344 b,Kepler-344,0.9,0.12,-0.06,0,0.93,0.04,-0.05,0
Kepler-344 b,Kepler-344,0.96,0.38,-0.1,0,0.94,0.12,-0.09,0
Kepler-344 c,Kepler-344,0.94,,,0,0.92,,,0
Kepler-344 c,Kepler-344,0.94,,,0,0.92,,,0
Kepler-344 c,Kepler-344,0.96,0.38,-0.1,0,0.94,0.12,-0.09,0
Kepler-344 c,Kepler-344,0.96,0.72,-0.72,0,0.93,0.2,-0.2,0
Kepler-344 c,Kepler-344,0.9,0.12,-0.06,0,0.93,0.04,-0.05,0
Kepler-344 c,Kepler-344,0.96,0.27,-0.12,0,0.94,0.12,-0.1,0
Kepler-344 c,Kepler-344,0.96,0.38,-0.1,0,0.94,0.12,-0.09,0
Kepler-344 c,Kepler-344,0.96,0.38,-0.1,0,0.94,0.12,-0.09,0
Kepler-344 c,Kepler-344,0.88,0.05,-0.05,0,,,,
Kepler-344 c,Kepler-344,0.98,0.45,-0.45,0,,,,
Kepler-345 b,Kepler-345,0.65,0.05,-0.02,0,0.71,0.03,-0.04,0
Kepler-345 b,Kepler-345,0.68,0.01,-0.02,0,0.72,0.02,-0.03,0
Kepler-345 b,Kepler-345,,,,,0.7,0.03,-0.04,0
Kepler-345 b,Kepler-345,0.63,0.05,-0.07,0,0.62,0.07,-0.05,0
Kepler-345 b,Kepler-345,,,,,,,,
Kepler-345 b,Kepler-345,,,,,,,,
Kepler-345 b,Kepler-345,0.63,0.05,-0.07,0,0.62,0.07,-0.05,0
Kepler-345 b,Kepler-345,0.58,0.01,-0.01,0,0.61,0.01,-0.01,0
Kepler-345 b,Kepler-345,0.62,0.03,-0.03,0,,,,
Kepler-345 b,Kepler-345,0.63,0.05,-0.07,0,0.62,0.07,-0.05,0
Kepler-345 c,Kepler-345,0.58,0.01,-0.01,0,0.61,0.01,-0.01,0
Kepler-345 c,Kepler-345,,,,,,,,
Kepler-345 c,Kepler-345,0.63,0.05,-0.07,0,0.62,0.07,-0.05,0
Kepler-345 c,Kepler-345,,,,,0.7,0.03,-0.04,0
Kepler-345 c,Kepler-345,0.65,0.05,-0.02,0,0.71,0.03,-0.04,0
Kepler-345 c,Kepler-345,0.63,0.05,-0.07,0,0.62,0.07,-0.05,0
Kepler-345 c,Kepler-345,0.68,0.01,-0.02,0,0.72,0.02,-0.03,0
Kepler-345 c,Kepler-345,0.63,0.05,-0.07,0,0.62,0.07,-0.05,0
Kepler-345 c,Kepler-345,0.62,0.03,-0.03,0,,,,
Kepler-345 c,Kepler-345,,,,,,,,
Kepler-345 c,Kepler-345,,,,,,,,
Kepler-346 b,Kepler-346,1,0.43,-0.1,0,1.06,0.2,-0.14,0
Kepler-346 b,Kepler-346,0.96,0.47,-0.47,0,1.02,0.12,-0.12,0
Kepler-346 b,Kepler-346,1,0.43,-0.1,0,1.06,0.2,-0.14,0
Kepler-346 b,Kepler-346,0.89,0.05,-0.04,0,,,,
Kepler-346 b,Kepler-346,0.92,0.11,-0.06,0,0.95,0.04,-0.05,0
Kepler-346 b,Kepler-346,1,0.43,-0.1,0,1.06,0.2,-0.14,0
Kepler-346 b,Kepler-346,1,0.33,-0.11,0,1.06,0.14,-0.14,0
Kepler-346 b,Kepler-346,0.91,,,0,0.98,,,0
Kepler-346 b,Kepler-346,0.91,,,0,0.98,,,0
Kepler-346 b,Kepler-346,0.91,,,0,0.98,,,0
Kepler-346 b,Kepler-346,1.02,0.48,-0.48,0,,,,
Kepler-346 c,Kepler-346,0.96,0.47,-0.47,0,1.02,0.12,-0.12,0
Kepler-346 c,Kepler-346,1,0.33,-0.11,0,1.06,0.14,-0.14,0
Kepler-346 c,Kepler-346,0.91,,,0,0.98,,,0
Kepler-346 c,Kepler-346,0.91,,,0,0.98,,,0
Kepler-346 c,Kepler-346,1,0.43,-0.1,0,1.06,0.2,-0.14,0
Kepler-346 c,Kepler-346,0.91,,,0,0.98,,,0
Kepler-346 c,Kepler-346,1.02,0.48,-0.48,0,,,,
Kepler-346 c,Kepler-346,0.89,0.05,-0.04,0,,,,
Kepler-346 c,Kepler-346,1,0.43,-0.1,0,1.06,0.2,-0.14,0
Kepler-346 c,Kepler-346,1,0.43,-0.1,0,1.06,0.2,-0.14,0
Kepler-346 c,Kepler-346,0.92,0.11,-0.06,0,0.95,0.04,-0.05,0
Kepler-347 b,Kepler-347,1.06,0.27,-0.1,0,1.05,0.06,-0.06,0
Kepler-347 b,Kepler-347,1.45,,,0,1.05,,,0
Kepler-347 b,Kepler-347,1,0.39,-0.09,0,1.07,0.18,-0.14,0
Kepler-347 b,Kepler-347,1.45,0.21,-0.34,0,1,0.07,-0.07,0
Kepler-347 b,Kepler-347,1,0.39,-0.09,0,1.07,0.18,-0.14,0
Kepler-347 b,Kepler-347,1,0.46,-0.46,0,,,,
Kepler-347 b,Kepler-347,1.45,,,0,1.05,,,0
Kepler-347 b,Kepler-347,1.48,0.07,-0.07,0,,,,
Kepler-347 b,Kepler-347,0.96,0.52,-0.52,0,1.06,0.12,-0.12,0
Kepler-347 b,Kepler-347,1,0.39,-0.09,0,1.07,0.18,-0.14,0
Kepler-347 b,Kepler-347,1.45,,,0,1.05,,,0
Kepler-347 c,Kepler-347,1.48,0.07,-0.07,0,,,,
Kepler-347 c,Kepler-347,1.45,,,0,1.05,,,0
Kepler-347 c,Kepler-347,1.45,,,0,1.05,,,0
Kepler-347 c,Kepler-347,1,0.39,-0.09,0,1.07,0.18,-0.14,0
Kepler-347 c,Kepler-347,1,0.39,-0.09,0,1.07,0.18,-0.14,0
Kepler-347 c,Kepler-347,1.45,0.21,-0.34,0,1,0.07,-0.07,0
Kepler-347 c,Kepler-347,1,0.39,-0.09,0,1.07,0.18,-0.14,0
Kepler-347 c,Kepler-347,1.45,,,0,1.05,,,0
Kepler-347 c,Kepler-347,1,0.46,-0.46,0,,,,
Kepler-347 c,Kepler-347,1.06,0.27,-0.1,0,1.05,0.06,-0.06,0
Kepler-348 b,Kepler-348,1.32,0.06,-0.06,0,,,,
Kepler-348 b,Kepler-348,1.4,0.27,-0.18,0,1.26,0.1,-0.11,0
Kepler-348 b,Kepler-348,1.39,0.17,-0.11,0,1.27,0.06,-0.05,0
Kepler-348 b,Kepler-348,1.19,0.69,-0.16,0,1.2,0.26,-0.19,0
Kepler-348 b,Kepler-348,1.36,0.25,-0.25,0,,,,
Kepler-348 b,Kepler-348,1.3,0.08,-0.07,0,1.33,0.27,-0.16,0
Kepler-348 b,Kepler-348,1.19,0.69,-0.16,0,1.2,0.26,-0.19,0
Kepler-348 b,Kepler-348,1.19,0.69,-0.16,0,1.2,0.26,-0.19,0
Kepler-348 b,Kepler-348,1.08,0.31,-0.31,0,1.16,0.08,-0.08,0
Kepler-348 b,Kepler-348,1.3,0.08,-0.07,0,1.33,0.27,-0.16,0
Kepler-348 b,Kepler-348,1.3,0.08,-0.07,0,1.33,0.27,-0.16,0
Kepler-348 c,Kepler-348,1.39,0.17,-0.11,0,1.27,0.06,-0.05,0
Kepler-348 c,Kepler-348,1.19,0.69,-0.16,0,1.2,0.26,-0.19,0
Kepler-348 c,Kepler-348,1.32,0.06,-0.06,0,,,,
Kepler-348 c,Kepler-348,1.36,0.25,-0.25,0,,,,
Kepler-348 c,Kepler-348,1.19,0.69,-0.16,0,1.2,0.26,-0.19,0
Kepler-348 c,Kepler-348,1.19,0.69,-0.16,0,1.2,0.26,-0.19,0
Kepler-348 c,Kepler-348,1.4,0.27,-0.18,0,1.26,0.1,-0.11,0
Kepler-348 c,Kepler-348,1.3,0.08,-0.07,0,1.33,0.27,-0.16,0
Kepler-348 c,Kepler-348,1.3,0.08,-0.07,0,1.33,0.27,-0.16,0
Kepler-348 c,Kepler-348,1.3,0.08,-0.07,0,1.33,0.27,-0.16,0
Kepler-349 b,Kepler-349,0.91,,,0,1,,,0
Kepler-349 b,Kepler-349,1.03,,,0,1.01,,,0
Kepler-349 b,Kepler-349,1.03,,,0,1.01,,,0
Kepler-349 b,Kepler-349,0.91,0.32,-0.07,0,1,0.1,-0.12,0
Kepler-349 b,Kepler-349,0.99,0.05,-0.04,0,,,,
Kepler-349 b,Kepler-349,0.93,0.35,-0.35,0,,,,
Kepler-349 b,Kepler-349,0.91,0.26,-0.26,0,1.02,0.05,-0.05,0
Kepler-349 b,Kepler-349,0.91,0.32,-0.07,0,1,0.1,-0.12,0
Kepler-349 b,Kepler-349,0.91,0.32,-0.07,0,1,0.1,-0.12,0
Kepler-349 b,Kepler-349,0.96,0.14,-0.05,0,1.03,0.05,-0.07,0
Kepler-349 b,Kepler-349,1.03,,,0,1.01,,,0
Kepler-349 b,Kepler-349,1.2,0.38,-0.19,0,1.12,0.13,-0.1,0
Kepler-349 c,Kepler-349,0.91,,,0,1,,,0
Kepler-349 c,Kepler-349,0.91,0.32,-0.07,0,1,0.1,-0.12,0
Kepler-349 c,Kepler-349,0.96,0.14,-0.05,0,1.03,0.05,-0.07,0
Kepler-349 c,Kepler-349,0.93,0.35,-0.35,0,,,,
Kepler-349 c,Kepler-349,0.91,0.26,-0.26,0,1.02,0.05,-0.05,0
Kepler-349 c,Kepler-349,1.2,0.38,-0.19,0,1.12,0.13,-0.1,0
Kepler-349 c,Kepler-349,1.03,,,0,1.01,,,0
Kepler-349 c,Kepler-349,0.91,0.32,-0.07,0,1,0.1,-0.12,0
Kepler-349 c,Kepler-349,1.03,,,0,1.01,,,0
Kepler-349 c,Kepler-349,0.91,0.32,-0.07,0,1,0.1,-0.12,0
Kepler-349 c,Kepler-349,0.99,0.05,-0.04,0,,,,
Kepler-349 c,Kepler-349,1.03,,,0,1.01,,,0
Kepler-35 b,Kepler-35,1.03,0,0,0,0.89,0.01,-0.01,0
Kepler-350 b,Kepler-350,1.47,0.27,-0.27,0,1.11,0.12,-0.09,0
Kepler-350 b,Kepler-350,1.36,0.32,-0.18,0,1.19,0.12,-0.07,0
Kepler-350 b,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 b,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 b,Kepler-350,1.53,0.31,-0.31,0,,,,
Kepler-350 b,Kepler-350,1.33,0.49,-0.49,0,1.13,0.12,-0.12,0
Kepler-350 b,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 b,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 b,Kepler-350,1.42,0.07,-0.06,0,,,,
Kepler-350 b,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 c,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 c,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 c,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 c,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 c,Kepler-350,1.25,,,0,1,,,0
Kepler-350 c,Kepler-350,1.42,0.07,-0.06,0,,,,
Kepler-350 c,Kepler-350,1.47,0.27,-0.27,0,1.11,0.12,-0.09,0
Kepler-350 c,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 c,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 c,Kepler-350,1.33,0.49,-0.49,0,1.13,0.12,-0.12,0
Kepler-350 c,Kepler-350,1.36,0.32,-0.18,0,1.19,0.12,-0.07,0
Kepler-350 c,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 d,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 d,Kepler-350,1.25,,,0,1,,,0
Kepler-350 d,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 d,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 d,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 d,Kepler-350,1.42,0.07,-0.06,0,,,,
Kepler-350 d,Kepler-350,1.29,,,0,1.33,,,0
Kepler-350 d,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 d,Kepler-350,1.25,0.57,-0.24,0,1,0.2,-0.12,0
Kepler-350 d,Kepler-350,1.33,0.49,-0.49,0,1.13,0.12,-0.12,0
Kepler-350 d,Kepler-350,1.36,0.32,-0.18,0,1.19,0.12,-0.07,0
Kepler-350 d,Kepler-350,1.47,0.27,-0.27,0,1.11,0.12,-0.09,0
Kepler-351 b,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 b,Kepler-351,0.85,0.23,-0.08,0,0.91,0.1,-0.1,0
Kepler-351 b,Kepler-351,0.77,0.07,-0.06,0,,,,
Kepler-351 b,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 b,Kepler-351,0.78,0.05,-0.07,0,0.81,0.05,-0.06,0
Kepler-351 b,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 b,Kepler-351,0.85,0.4,-0.4,0,0.92,0.07,-0.07,0
Kepler-351 b,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 b,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 b,Kepler-351,0.84,,,0,0.91,,,0
Kepler-351 b,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 b,Kepler-351,0.85,0.41,-0.41,0,,,,
Kepler-351 c,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 c,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 c,Kepler-351,0.77,0.07,-0.06,0,,,,
Kepler-351 c,Kepler-351,0.78,0.05,-0.07,0,0.81,0.05,-0.06,0
Kepler-351 c,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 c,Kepler-351,0.84,,,0,0.91,,,0
Kepler-351 c,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 c,Kepler-351,0.85,0.4,-0.4,0,0.92,0.07,-0.07,0
Kepler-351 c,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 c,Kepler-351,0.85,0.23,-0.08,0,0.91,0.1,-0.1,0
Kepler-351 c,Kepler-351,0.85,0.41,-0.41,0,,,,
Kepler-351 c,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 d,Kepler-351,0.78,0.05,-0.07,0,0.81,0.05,-0.06,0
Kepler-351 d,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 d,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 d,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 d,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-351 d,Kepler-351,0.77,0.07,-0.06,0,,,,
Kepler-351 d,Kepler-351,0.85,0.23,-0.08,0,0.91,0.1,-0.1,0
Kepler-351 d,Kepler-351,0.76,,,0,0.91,,,0
Kepler-351 d,Kepler-351,0.84,0.37,-0.07,0,0.91,0.1,-0.09,0
Kepler-352 b,Kepler-352,0.77,0.06,-0.04,0,0.8,0.05,-0.05,0
Kepler-352 b,Kepler-352,0.72,0.04,-0.04,0,0.83,0.02,-0.02,0
Kepler-352 b,Kepler-352,0.73,0.05,-0.04,0,0.9,0.12,-0.11,0
Kepler-352 b,Kepler-352,0.8,0.03,-0.03,0,0.86,0.03,-0.04,0
Kepler-352 b,Kepler-352,0.75,0.15,-0.06,0,0.84,0.08,-0.1,0
Kepler-352 b,Kepler-352,0.73,0.05,-0.04,0,0.9,0.12,-0.11,0
Kepler-352 b,Kepler-352,0.75,0.15,-0.06,0,0.84,0.08,-0.1,0
Kepler-352 b,Kepler-352,0.78,0.05,-0.05,0,,,,
Kepler-352 b,Kepler-352,0.73,0.05,-0.04,0,0.9,0.12,-0.11,0
Kepler-352 b,Kepler-352,0.73,0.03,-0.03,0,,,,
Kepler-352 b,Kepler-352,0.75,0.15,-0.06,0,0.84,0.08,-0.1,0
Kepler-352 c,Kepler-352,0.75,0.15,-0.06,0,0.84,0.08,-0.1,0
Kepler-352 c,Kepler-352,0.73,0.05,-0.04,0,0.9,0.12,-0.11,0
Kepler-352 c,Kepler-352,0.72,0.04,-0.04,0,0.83,0.02,-0.02,0
Kepler-352 c,Kepler-352,0.73,0.05,-0.04,0,0.9,0.12,-0.11,0
Kepler-352 c,Kepler-352,0.78,0.05,-0.05,0,,,,
Kepler-352 c,Kepler-352,0.77,0.06,-0.04,0,0.8,0.05,-0.05,0
Kepler-352 c,Kepler-352,0.8,0.03,-0.03,0,0.86,0.03,-0.04,0
Kepler-352 c,Kepler-352,0.73,0.05,-0.04,0,0.9,0.12,-0.11,0
Kepler-352 c,Kepler-352,0.75,0.15,-0.06,0,0.84,0.08,-0.1,0
Kepler-352 c,Kepler-352,0.73,0.03,-0.03,0,,,,
Kepler-352 c,Kepler-352,0.75,0.15,-0.06,0,0.84,0.08,-0.1,0
Kepler-353 b,Kepler-353,0.56,0.02,-0.02,0,0.58,0.03,-0.03,0
Kepler-353 b,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 b,Kepler-353,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0
Kepler-353 b,Kepler-353,0.56,0.03,-0.03,0,0.6,0.07,-0.07,0
Kepler-353 b,Kepler-353,0.53,0.01,-0.01,0,0.55,0.01,-0.01,0
Kepler-353 b,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 b,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 b,Kepler-353,0.64,0.02,-0.02,0,,,,
Kepler-353 b,Kepler-353,0.5,0.02,-0.02,0,,,,
Kepler-353 b,Kepler-353,0.54,0.03,-0.04,0,0.55,0.03,-0.04,0
Kepler-353 b,Kepler-353,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0
Kepler-353 b,Kepler-353,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0
Kepler-353 b,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 c,Kepler-353,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0
Kepler-353 c,Kepler-353,0.56,0.03,-0.03,0,0.6,0.07,-0.07,0
Kepler-353 c,Kepler-353,0.56,0.02,-0.02,0,0.58,0.03,-0.03,0
Kepler-353 c,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 c,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 c,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 c,Kepler-353,0.53,0.01,-0.01,0,0.55,0.01,-0.01,0
Kepler-353 c,Kepler-353,0.52,0.1,-0.05,0,0.54,0.1,-0.05,0
Kepler-353 c,Kepler-353,0.64,0.02,-0.02,0,,,,
Kepler-353 c,Kepler-353,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0
Kepler-353 c,Kepler-353,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0
Kepler-353 c,Kepler-353,0.54,0.03,-0.04,0,0.55,0.03,-0.04,0
Kepler-353 c,Kepler-353,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0
Kepler-353 c,Kepler-353,0.5,0.02,-0.02,0,,,,
Kepler-354 b,Kepler-354,0.71,0.06,-0.06,0,0.7,0.07,-0.06,0
Kepler-354 b,Kepler-354,0.71,0.06,-0.06,0,0.7,0.07,-0.06,0
Kepler-354 b,Kepler-354,0.67,0.21,-0.21,0,,,,
Kepler-354 b,Kepler-354,0.7,0.02,-0.04,0,0.73,0.03,-0.04,0
Kepler-354 b,Kepler-354,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0
Kepler-354 b,Kepler-354,0.71,,,0,0.72,,,0
